id,tier,primary,p_primary,secondary,self_contained,needs_figure
lc1085,fallback,leetcode.math,0.69,,0.95,0.02
lc1086,fallback,leetcode.top-k-elements,0.64,,0.93,0.03
lc1087,fallback,leetcode.backtracking,0.92,leetcode.recursion;leetcode.subsets;leetcode.tree-dfs,0.89,0.03
lc1089,fallback,leetcode.two-pointers,0.9,,0.91,0.03
lc1090,fallback,leetcode.greedy,0.95,,0.95,0.03
lc1091,core,leetcode.graphs,0.84,,0.94,0.08
lc1092,core,leetcode.dp-strings,0.98,,0.93,0.03
lc1093,fallback,leetcode.arrays-strings,0.82,,0.93,0.03
lc1094,core,leetcode.prefix-sums,0.88,,0.92,0.05
lc1096,fallback,leetcode.recursion,0.88,,0.91,0.04
lc1099,fallback,leetcode.binary-search,0.44,,0.94,0.03
lc1100,fallback,leetcode.sliding-window,0.97,leetcode.hash-maps,0.93,0.03
lc1101,fallback,leetcode.union-find,0.98,,0.92,0.04
lc1102,fallback,leetcode.union-find,0.94,,0.87,0.21
lc1103,fallback,leetcode.arrays-strings,0.89,,0.95,0.03
lc1104,fallback,leetcode.math,0.67,,0.85,0.2
lc1105,fallback,leetcode.dp-1d,0.95,,0.93,0.12
lc1106,core,leetcode.stack,0.96,,0.94,0.03
lc1108,fallback,leetcode.arrays-strings,0.27,,0.96,0.02
lc1111,fallback,leetcode.arrays-strings,0.73,,0.9,0.05
lc1118,fallback,leetcode.math,0.61,,0.76,0.03
lc1119,fallback,leetcode.arrays-strings,0.79,,0.96,0.02
lc1120,fallback,leetcode.tree-dfs,0.95,leetcode.recursion;leetcode.binary-trees,0.81,0.1
lc1121,fallback,leetcode.hash-maps,0.44,,0.87,0.03
lc1122,fallback,leetcode.hash-maps,0.38,,0.94,0.03
lc1123,fallback,leetcode.tree-dfs,0.96,leetcode.recursion;leetcode.binary-trees,0.79,0.34
lc1124,fallback,leetcode.prefix-sums,0.93,leetcode.hash-maps,0.94,0.03
lc1125,fallback,leetcode.bit-manipulation,0.43,,0.92,0.03
lc1128,fallback,leetcode.hash-maps,0.97,,0.94,0.05
lc1129,fallback,leetcode.graphs,0.94,,0.91,0.05
lc1130,fallback,leetcode.dp-intervals,0.95,leetcode.recursion;leetcode.dp-1d,0.91,0.28
lc1131,fallback,leetcode.math,0.24,,0.93,0.03
lc1133,fallback,leetcode.hash-maps,0.97,,0.95,0.02
lc1134,core,leetcode.math,0.91,,0.95,0.02
lc1135,fallback,leetcode.mst,0.98,leetcode.union-find;leetcode.greedy,0.93,0.05
lc1136,fallback,leetcode.topological-sort,0.98,,0.91,0.26
lc1137,core,leetcode.dp-1d,0.83,,0.95,0.03
lc1138,fallback,leetcode.arrays-strings,0.77,,0.81,0.22
lc1139,fallback,leetcode.dp-grid,0.83,,0.91,0.08
lc1140,core,leetcode.recursion,0.58,,0.92,0.04
lc1144,fallback,leetcode.greedy,0.81,,0.94,0.04
lc1145,fallback,leetcode.tree-dfs,0.73,,0.75,0.15
lc1147,fallback,leetcode.greedy,0.83,leetcode.two-pointers,0.94,0.03
lc1150,fallback,leetcode.binary-search,0.71,,0.94,0.02
lc1151,fallback,leetcode.sliding-window,0.96,,0.9,0.03
lc1152,fallback,leetcode.hash-maps,0.7,,0.92,0.03
lc1153,fallback,leetcode.hash-maps,0.81,,0.93,0.03
lc1154,fallback,leetcode.arrays-strings,0.44,,0.85,0.03
lc1155,fallback,leetcode.dp-grid,0.45,,0.93,0.03
lc1156,fallback,leetcode.arrays-strings,0.77,,0.9,0.03
lc1160,fallback,leetcode.hash-maps,0.95,,0.95,0.03
lc1161,fallback,leetcode.tree-bfs,0.98,leetcode.binary-trees,0.82,0.08
lc1162,fallback,leetcode.islands,0.81,leetcode.graphs,0.92,0.08
lc1163,fallback,leetcode.two-pointers,0.81,leetcode.arrays-strings,0.88,0.03
lc1165,fallback,leetcode.hash-maps,0.73,leetcode.arrays-strings,0.95,0.05
lc1167,fallback,leetcode.greedy,0.86,,0.95,0.03
lc1168,fallback,leetcode.mst,0.98,leetcode.union-find;leetcode.greedy,0.9,0.28
lc1169,fallback,leetcode.hash-maps,0.58,,0.94,0.03
lc1170,fallback,leetcode.ordered-set,0.31,,0.94,0.03
lc1171,fallback,leetcode.prefix-sums,0.96,leetcode.hash-maps,0.77,0.07
lc1175,fallback,leetcode.math,0.94,,0.89,0.03
lc1176,fallback,leetcode.prefix-sums,0.91,leetcode.sliding-window,0.95,0.03
lc1177,fallback,leetcode.prefix-sums,0.88,,0.92,0.04
lc1178,fallback,leetcode.bit-manipulation,0.74,,0.93,0.03
lc1180,fallback,leetcode.arrays-strings,0.82,,0.9,0.03
lc1181,fallback,leetcode.arrays-strings,0.7,,0.92,0.03
lc1182,fallback,leetcode.dp-1d,0.53,,0.92,0.03
lc1183,fallback,leetcode.greedy,0.85,,0.89,0.06
lc1184,fallback,leetcode.arrays-strings,0.9,,0.94,0.1
lc1185,fallback,leetcode.math,0.13,,0.79,0.03
lc1186,fallback,leetcode.dp-1d,0.81,,0.92,0.03
lc1187,fallback,leetcode.dp-1d,0.81,,0.92,0.03
lc1189,fallback,leetcode.hash-maps,0.97,,0.95,0.03
lc1190,fallback,leetcode.stack,0.97,,0.94,0.03
lc1191,fallback,leetcode.prefix-sums,0.52,,0.85,0.03
lc1192,core,leetcode.recursion,0.4,,0.89,0.07
lc1196,fallback,leetcode.greedy,0.97,,0.94,0.03
lc1198,fallback,leetcode.hash-maps,0.94,,0.94,0.03
lc1199,fallback,leetcode.greedy,0.85,,0.91,0.05
lc1200,fallback,leetcode.greedy,0.31,,0.9,0.03
lc1201,fallback,leetcode.binary-search,0.95,,0.84,0.03
lc1202,fallback,leetcode.union-find,0.96,,0.89,0.03
lc1203,fallback,leetcode.topological-sort,0.97,,0.9,0.06
lc1207,fallback,leetcode.hash-maps,0.97,,0.94,0.02
lc1208,fallback,leetcode.binary-search,0.91,,0.94,0.03
lc1209,fallback,leetcode.stack,0.77,,0.93,0.03
lc1210,fallback,leetcode.graphs,0.93,,0.91,0.16
lc1213,fallback,leetcode.hash-maps,0.93,,0.94,0.03
lc1214,fallback,leetcode.two-pointers,0.91,,0.73,0.08
lc1215,fallback,leetcode.tree-bfs,0.58,,0.93,0.03
lc1216,fallback,leetcode.dp-grid,0.6,,0.92,0.03
lc1217,fallback,leetcode.math,0.62,,0.94,0.04
lc1218,fallback,leetcode.hash-maps,0.77,,0.93,0.03
lc1219,fallback,leetcode.backtracking,0.97,leetcode.recursion,0.93,0.05
lc1220,fallback,leetcode.dp-1d,0.53,,0.94,0.03
lc1221,fallback,leetcode.greedy,0.84,leetcode.arrays-strings,0.94,0.03
lc1222,fallback,leetcode.arrays-strings,0.72,,0.77,0.28
lc1223,fallback,leetcode.recursion,0.83,,0.92,0.04
lc1224,fallback,leetcode.hash-maps,0.93,leetcode.arrays-strings,0.93,0.03
lc1227,fallback,leetcode.math,0.52,,0.92,0.04
lc1228,fallback,leetcode.math,0.92,,0.93,0.03
lc1229,fallback,leetcode.two-pointers,0.93,leetcode.greedy,0.91,0.03
lc1230,fallback,leetcode.dp-grid,0.49,,0.93,0.03
lc1231,fallback,leetcode.binary-search,0.96,,0.9,0.05
lc1232,fallback,leetcode.arrays-strings,0.3,,0.86,0.07
lc1233,fallback,leetcode.arrays-strings,0.68,leetcode.greedy,0.94,0.04
lc1234,fallback,leetcode.sliding-window,0.97,leetcode.two-pointers,0.94,0.02
lc1238,fallback,leetcode.bit-manipulation,0.82,,0.9,0.04
lc1239,fallback,leetcode.bit-manipulation,0.72,leetcode.subsets,0.91,0.03
lc1240,fallback,leetcode.backtracking,0.96,leetcode.recursion;leetcode.tree-dfs,0.8,0.16
lc1242,fallback,leetcode.graphs,0.8,,0.74,0.18
lc1243,fallback,leetcode.arrays-strings,0.94,,0.93,0.04
lc1245,fallback,leetcode.tree-dfs,0.89,leetcode.graphs,0.9,0.11
lc1246,fallback,leetcode.dp-intervals,0.94,,0.9,0.03
lc1247,fallback,leetcode.greedy,0.51,,0.93,0.03
lc1248,core,leetcode.prefix-sums,0.94,leetcode.hash-maps,0.93,0.03
lc1249,fallback,leetcode.stack,0.62,,0.92,0.03
lc1250,fallback,leetcode.math,0.98,,0.86,0.03
lc1252,fallback,leetcode.arrays-strings,0.86,,0.94,0.06
lc1253,fallback,leetcode.greedy,0.87,,0.93,0.05
lc1254,fallback,leetcode.islands,0.98,leetcode.graphs,0.89,0.33
lc1255,fallback,leetcode.subsets,0.83,,0.93,0.03
lc1256,fallback,leetcode.math,0.47,,0.08,0.83
lc1257,fallback,leetcode.hash-maps,0.57,,0.91,0.07
lc1258,fallback,leetcode.backtracking,0.8,leetcode.union-find;leetcode.recursion,0.89,0.03
lc1259,fallback,leetcode.recursion,0.68,leetcode.dp-1d,0.79,0.21
lc1260,fallback,leetcode.arrays-strings,0.84,,0.94,0.08
lc1262,fallback,leetcode.dp-1d,0.62,,0.93,0.03
lc1263,fallback,leetcode.graphs,0.83,,0.9,0.12
lc1267,fallback,leetcode.arrays-strings,0.7,,0.94,0.08
lc1268,fallback,leetcode.trie,0.97,,0.93,0.03
lc1269,fallback,leetcode.recursion,0.64,,0.92,0.04
lc1271,fallback,leetcode.arrays-strings,0.32,,0.95,0.03
lc1272,fallback,leetcode.arrays-strings,0.74,,0.94,0.07
lc1273,fallback,leetcode.tree-dfs,0.95,leetcode.recursion,0.89,0.19
lc1275,fallback,leetcode.arrays-strings,0.86,,0.92,0.09
lc1276,fallback,leetcode.math,0.81,,0.94,0.04
lc1277,fallback,leetcode.dp-grid,0.97,,0.88,0.07
lc1278,fallback,leetcode.dp-intervals,0.9,,0.9,0.03
lc1281,fallback,leetcode.math,0.85,,0.96,0.02
lc1282,fallback,leetcode.hash-maps,0.71,,0.93,0.03
lc1283,core,leetcode.binary-search,0.97,,0.91,0.03
lc1284,fallback,leetcode.graphs,0.59,,0.93,0.22
lc1287,fallback,leetcode.arrays-strings,0.72,,0.91,0.03
lc1288,fallback,leetcode.greedy,0.9,,0.94,0.04
lc1289,fallback,leetcode.dp-grid,0.76,,0.91,0.06
lc1290,fallback,leetcode.math,0.46,,0.88,0.06
lc1291,fallback,leetcode.math,0.22,,0.94,0.03
lc1292,fallback,leetcode.binary-search,0.93,leetcode.prefix-sums,0.89,0.41
lc1293,fallback,leetcode.graphs,0.86,,0.94,0.07
lc1295,fallback,leetcode.arrays-strings,0.76,,0.95,0.03
lc1296,fallback,leetcode.greedy,0.86,leetcode.hash-maps,0.92,0.03
lc1297,fallback,leetcode.hash-maps,0.9,leetcode.arrays-strings,0.95,0.03
lc1298,fallback,leetcode.graphs,0.85,,0.94,0.04
lc1299,fallback,leetcode.arrays-strings,0.78,,0.95,0.03
lc1300,fallback,leetcode.prefix-sums,0.33,,0.92,0.03
lc1301,fallback,leetcode.dp-grid,0.98,,0.89,0.09
lc1302,fallback,leetcode.tree-bfs,0.96,leetcode.binary-trees,0.73,0.13
lc1304,fallback,leetcode.math,0.41,,0.93,0.03
lc1305,fallback,leetcode.two-pointers,0.73,,0.67,0.11
lc1306,fallback,leetcode.graphs,0.94,,0.93,0.04
lc1307,fallback,leetcode.backtracking,0.96,leetcode.recursion,0.8,0.04
lc1309,fallback,leetcode.arrays-strings,0.95,,0.95,0.03
lc1310,fallback,leetcode.prefix-sums,0.94,,0.92,0.03
lc1311,fallback,leetcode.graphs,0.92,,0.91,0.19
lc1312,core,leetcode.recursion,0.55,,0.94,0.03
lc1313,fallback,leetcode.arrays-strings,0.91,,0.95,0.03
lc1316,fallback,leetcode.hash-maps,0.34,,0.92,0.03
lc1317,fallback,leetcode.arrays-strings,0.5,,0.95,0.03
lc1318,fallback,leetcode.bit-manipulation,0.42,,0.9,0.07
lc1319,core,leetcode.union-find,0.98,,0.92,0.09
lc1320,fallback,leetcode.dp-1d,0.13,,0.37,0.42
lc1324,fallback,leetcode.arrays-strings,0.92,,0.92,0.09
lc1325,core,leetcode.recursion,0.94,leetcode.tree-dfs;leetcode.binary-trees,0.78,0.24
lc1326,fallback,leetcode.greedy,0.94,,0.92,0.07
lc1328,fallback,leetcode.greedy,0.88,,0.95,0.03
lc1329,fallback,leetcode.arrays-strings,0.31,,0.92,0.1
lc1330,fallback,leetcode.greedy,0.38,,0.92,0.04
lc1331,fallback,leetcode.binary-search,0.16,,0.93,0.03
lc1332,fallback,leetcode.arrays-strings,0.25,,0.94,0.03
lc1333,fallback,leetcode.arrays-strings,0.23,,0.94,0.03
lc1334,core,leetcode.shortest-paths,0.95,,0.9,0.21
lc1335,fallback,leetcode.dp-intervals,0.49,,0.94,0.04
lc1337,fallback,leetcode.binary-search,0.34,,0.93,0.05
lc1338,fallback,leetcode.greedy,0.93,leetcode.hash-maps,0.94,0.03
lc1339,fallback,leetcode.tree-dfs,0.91,leetcode.recursion,0.77,0.4
lc1340,fallback,leetcode.dp-1d,0.85,leetcode.recursion,0.94,0.1
lc1342,fallback,leetcode.bit-manipulation,0.37,,0.96,0.03
lc1343,fallback,leetcode.sliding-window,0.96,,0.94,0.02
lc1344,fallback,leetcode.math,0.9,,0.89,0.09
lc1345,fallback,leetcode.graphs,0.95,,0.94,0.03
lc1346,fallback,leetcode.hash-maps,0.96,,0.94,0.02
lc1347,fallback,leetcode.hash-maps,0.97,,0.93,0.03
lc1349,fallback,leetcode.bit-manipulation,0.63,,0.88,0.13
lc1351,fallback,leetcode.two-pointers,0.82,,0.93,0.04
lc1354,fallback,leetcode.top-k-elements,0.55,,0.92,0.03
lc1356,fallback,leetcode.bit-manipulation,0.26,,0.93,0.03
lc1358,core,leetcode.hash-maps,0.43,,0.93,0.03
lc1359,fallback,leetcode.math,0.55,,0.92,0.04
lc1360,fallback,leetcode.arrays-strings,0.44,,0.81,0.03
lc1361,fallback,leetcode.union-find,0.95,,0.87,0.11
lc1362,fallback,leetcode.math,0.68,,0.91,0.03
lc1366,fallback,leetcode.hash-maps,0.71,,0.93,0.03
lc1367,fallback,leetcode.tree-dfs,0.87,leetcode.recursion,0.83,0.35
lc1368,fallback,leetcode.graphs,0.53,,0.92,0.08
lc1370,fallback,leetcode.hash-maps,0.76,,0.94,0.03
lc1371,fallback,leetcode.bit-manipulation,0.92,leetcode.prefix-sums;leetcode.hash-maps,0.94,0.03
lc1372,fallback,leetcode.tree-dfs,0.95,leetcode.recursion,0.82,0.33
lc1373,core,leetcode.tree-dfs,0.9,leetcode.recursion;leetcode.bst,0.79,0.17
lc1374,fallback,leetcode.math,0.46,,0.95,0.02
lc1375,fallback,leetcode.arrays-strings,0.76,,0.93,0.04
lc1377,fallback,leetcode.graphs,0.82,leetcode.tree-bfs,0.88,0.3
lc1379,fallback,leetcode.tree-dfs,0.88,leetcode.binary-trees;leetcode.recursion;leetcode.graphs,0.74,0.45
lc1380,fallback,leetcode.hash-maps,0.57,,0.95,0.03
lc1383,fallback,leetcode.greedy,0.88,leetcode.top-k-elements,0.93,0.03
lc1385,fallback,leetcode.binary-search,0.33,,0.94,0.03
lc1386,fallback,leetcode.bit-manipulation,0.5,,0.49,0.69
lc1387,fallback,leetcode.sorting-algorithms,0.16,,0.95,0.03
lc1388,fallback,leetcode.dp-1d,0.9,,0.9,0.13
lc1389,fallback,leetcode.arrays-strings,0.87,,0.96,0.03
lc1390,fallback,leetcode.math,0.9,,0.92,0.02
lc1391,fallback,leetcode.union-find,0.95,,0.92,0.34
lc1392,core,leetcode.arrays-strings,0.65,,0.94,0.03
lc1395,fallback,leetcode.arrays-strings,0.66,,0.95,0.03
lc1397,fallback,leetcode.recursion,0.5,,0.92,0.03
lc1399,fallback,leetcode.hash-maps,0.95,,0.94,0.03
lc1400,fallback,leetcode.hash-maps,0.86,,0.82,0.03
lc1401,fallback,leetcode.math,0.28,,0.91,0.11
lc1402,fallback,leetcode.greedy,0.91,,0.93,0.03
lc1403,fallback,leetcode.greedy,0.96,,0.93,0.03
lc1404,fallback,leetcode.arrays-strings,0.62,,0.94,0.03
lc1405,core,leetcode.greedy,0.88,leetcode.top-k-elements,0.94,0.03
lc1406,core,leetcode.dp-1d,0.88,leetcode.recursion,0.93,0.04
lc1408,fallback,leetcode.arrays-strings,0.74,,0.95,0.02
lc1409,fallback,leetcode.arrays-strings,0.84,,0.96,0.04
lc1410,fallback,leetcode.arrays-strings,0.85,leetcode.hash-maps,0.92,0.03
lc1411,fallback,leetcode.dp-1d,0.6,,0.87,0.29
lc1413,fallback,leetcode.prefix-sums,0.84,,0.94,0.04
lc1414,fallback,leetcode.greedy,0.94,,0.92,0.03
lc1415,fallback,leetcode.backtracking,0.97,leetcode.recursion;leetcode.tree-dfs;leetcode.subsets,0.93,0.03
lc1416,fallback,leetcode.dp-1d,0.97,,0.91,0.03
lc1420,fallback,leetcode.dp-1d,0.13,,0.23,0.1
lc1422,fallback,leetcode.prefix-sums,0.67,leetcode.arrays-strings,0.95,0.03
lc1423,core,leetcode.sliding-window,0.75,,0.94,0.05
lc1424,fallback,leetcode.arrays-strings,0.2,,0.33,0.64
lc1425,fallback,leetcode.dp-1d,0.81,,0.93,0.03
lc1426,fallback,leetcode.hash-maps,0.97,,0.94,0.02
lc1427,fallback,leetcode.math,0.59,,0.95,0.03
lc1431,fallback,leetcode.arrays-strings,0.74,,0.96,0.03
lc1432,fallback,leetcode.greedy,0.85,,0.93,0.03
lc1433,fallback,leetcode.greedy,0.88,,0.94,0.03
lc1434,fallback,leetcode.bit-manipulation,0.56,,0.91,0.03
lc1436,fallback,leetcode.hash-maps,0.94,,0.94,0.04
lc1437,fallback,leetcode.arrays-strings,0.93,,0.92,0.05
lc1439,fallback,leetcode.subsets,0.26,,0.86,0.03
lc1441,fallback,leetcode.arrays-strings,0.86,,0.94,0.05
lc1442,fallback,leetcode.bit-manipulation,0.85,,0.91,0.03
lc1444,fallback,leetcode.recursion,0.69,leetcode.dp-grid,0.89,0.36
lc1446,fallback,leetcode.arrays-strings,0.95,,0.95,0.03
lc1447,fallback,leetcode.math,0.93,,0.84,0.03
lc1448,core,leetcode.tree-dfs,0.96,leetcode.recursion;leetcode.binary-trees,0.79,0.25
lc1449,fallback,leetcode.dp-1d,0.52,,0.91,0.05
lc1450,fallback,leetcode.arrays-strings,0.9,,0.96,0.03
lc1451,fallback,leetcode.sorting-algorithms,0.3,,0.92,0.03
lc1452,fallback,leetcode.hash-maps,0.37,,0.93,0.03
lc1453,fallback,leetcode.arrays-strings,0.06,,0.72,0.13
lc1455,fallback,leetcode.arrays-strings,0.79,,0.96,0.02
lc1456,fallback,leetcode.sliding-window,0.98,,0.95,0.02
lc1458,fallback,leetcode.dp-grid,0.82,leetcode.dp-strings,0.93,0.03
lc1460,fallback,leetcode.hash-maps,0.14,,0.95,0.03
lc1461,fallback,leetcode.hash-maps,0.86,,0.94,0.03
lc1462,core,leetcode.graphs,0.9,,0.94,0.06
lc1463,fallback,leetcode.dp-grid,0.75,,0.91,0.23
lc1464,fallback,leetcode.arrays-strings,0.85,,0.96,0.02
lc1465,fallback,leetcode.greedy,0.61,,0.89,0.33
lc1466,fallback,leetcode.tree-dfs,0.9,leetcode.graphs,0.89,0.35
lc1467,fallback,leetcode.recursion,0.75,,0.88,0.06
lc1469,fallback,leetcode.binary-trees,0.85,leetcode.recursion;leetcode.tree-dfs,0.87,0.26
lc1470,fallback,leetcode.arrays-strings,0.58,,0.94,0.04
lc1471,fallback,leetcode.sorting-algorithms,0.28,,0.94,0.03
lc1473,fallback,leetcode.dp-1d,0.33,,0.91,0.04
lc1474,fallback,leetcode.linked-lists,0.97,,0.85,0.17
lc1475,fallback,leetcode.monotonic-stack,0.95,leetcode.stack,0.95,0.03
lc1477,fallback,leetcode.prefix-sums,0.89,leetcode.dp-1d,0.9,0.03
lc1478,fallback,leetcode.dp-intervals,0.8,leetcode.dp-1d,0.88,0.05
lc1480,fallback,leetcode.prefix-sums,0.94,,0.95,0.03
lc1481,fallback,leetcode.greedy,0.91,,0.93,0.03
lc1482,core,leetcode.binary-search,0.97,,0.93,0.05
lc1485,fallback,leetcode.hash-maps,0.73,leetcode.graphs,0.58,0.17
lc1486,fallback,leetcode.bit-manipulation,0.71,leetcode.arrays-strings,0.95,0.03
lc1487,fallback,leetcode.hash-maps,0.88,,0.93,0.03
lc1489,core,leetcode.mst,0.97,leetcode.union-find,0.89,0.41
lc1491,fallback,leetcode.arrays-strings,0.59,,0.94,0.02
lc1492,fallback,leetcode.arrays-strings,0.35,,0.96,0.03
lc1493,fallback,leetcode.dp-1d,0.5,,0.93,0.03
lc1494,fallback,leetcode.bit-manipulation,0.74,,0.89,0.27
lc1496,fallback,leetcode.hash-maps,0.95,,0.95,0.07
lc1497,fallback,leetcode.hash-maps,0.96,leetcode.math,0.92,0.03
lc1498,fallback,leetcode.two-pointers,0.26,,0.87,0.03
lc1499,fallback,leetcode.top-k-elements,0.38,,0.93,0.05
lc1502,fallback,leetcode.arrays-strings,0.2,,0.94,0.03
lc1503,fallback,leetcode.arrays-strings,0.44,,0.91,0.38
lc1504,fallback,leetcode.dp-grid,0.57,,0.89,0.07
lc1505,fallback,leetcode.greedy,0.84,,0.88,0.3
lc1507,fallback,leetcode.arrays-strings,0.54,,0.93,0.03
lc1508,fallback,leetcode.arrays-strings,0.47,,0.93,0.03
lc1509,fallback,leetcode.greedy,0.8,,0.94,0.03
lc1510,fallback,leetcode.dp-1d,0.81,leetcode.recursion,0.94,0.03
lc1512,fallback,leetcode.hash-maps,0.97,,0.95,0.03
lc1513,fallback,leetcode.arrays-strings,0.84,,0.94,0.03
lc1514,fallback,leetcode.shortest-paths,0.92,,0.92,0.05
lc1515,fallback,leetcode.arrays-strings,0.06,,0.89,0.28
lc1518,fallback,leetcode.math,0.18,,0.94,0.04
lc1519,fallback,leetcode.tree-dfs,0.92,leetcode.recursion,0.91,0.11
lc1520,core,leetcode.greedy,0.9,,0.92,0.04
lc1523,fallback,leetcode.math,0.93,,0.94,0.03
lc1524,fallback,leetcode.prefix-sums,0.92,,0.9,0.03
lc1525,fallback,leetcode.hash-maps,0.93,leetcode.arrays-strings,0.95,0.03
lc1526,fallback,leetcode.greedy,0.77,,0.93,0.04
lc1528,fallback,leetcode.arrays-strings,0.91,,0.94,0.19
lc1529,fallback,leetcode.greedy,0.79,,0.93,0.04
lc1530,fallback,leetcode.tree-dfs,0.89,leetcode.recursion,0.77,0.19
lc1531,fallback,leetcode.dp-1d,0.81,,0.91,0.03
lc1534,fallback,leetcode.arrays-strings,0.79,,0.96,0.03
lc1535,fallback,leetcode.arrays-strings,0.92,,0.94,0.04
lc1536,fallback,leetcode.greedy,0.9,,0.89,0.12
lc1537,fallback,leetcode.two-pointers,0.86,,0.74,0.35
lc1539,core,leetcode.binary-search,0.93,,0.91,0.03
lc1541,fallback,leetcode.greedy,0.71,leetcode.arrays-strings,0.94,0.03
lc1542,fallback,leetcode.bit-manipulation,0.94,leetcode.hash-maps,0.87,0.03
lc1544,fallback,leetcode.stack,0.94,,0.94,0.03
lc1545,fallback,leetcode.recursion,0.94,,0.92,0.04
lc1546,fallback,leetcode.prefix-sums,0.89,leetcode.hash-maps;leetcode.greedy,0.91,0.03
lc1547,fallback,leetcode.dp-intervals,0.98,,0.86,0.45
lc1548,fallback,leetcode.dp-grid,0.35,,0.91,0.1
lc1550,fallback,leetcode.arrays-strings,0.95,,0.95,0.03
lc1551,fallback,leetcode.math,0.79,,0.94,0.03
lc1552,fallback,leetcode.binary-search,0.96,,0.91,0.05
lc1553,fallback,leetcode.recursion,0.81,leetcode.dp-1d,0.94,0.03
lc1554,fallback,leetcode.hash-maps,0.93,,0.92,0.03
lc1556,fallback,leetcode.arrays-strings,0.82,,0.92,0.03
lc1557,fallback,leetcode.hash-maps,0.74,,0.89,0.07
lc1558,fallback,leetcode.bit-manipulation,0.62,,0.15,0.17
lc1559,fallback,leetcode.graphs,0.93,leetcode.islands,0.9,0.27
lc1560,fallback,leetcode.math,0.38,,0.76,0.42
lc1561,fallback,leetcode.greedy,0.93,,0.94,0.03
lc1562,fallback,leetcode.union-find,0.96,,0.92,0.05
lc1563,fallback,leetcode.dp-intervals,0.94,leetcode.recursion,0.92,0.05
lc1564,fallback,leetcode.greedy,0.93,leetcode.two-pointers,0.92,0.23
lc1566,fallback,leetcode.arrays-strings,0.91,,0.93,0.04
lc1567,fallback,leetcode.dp-1d,0.88,,0.93,0.03
lc1568,fallback,leetcode.islands,0.93,leetcode.graphs,0.92,0.1
lc1569,fallback,leetcode.recursion,0.79,,0.85,0.1
lc1572,fallback,leetcode.arrays-strings,0.94,,0.95,0.07
lc1573,fallback,leetcode.arrays-strings,0.47,,0.93,0.03
lc1574,fallback,leetcode.two-pointers,0.55,,0.92,0.03
lc1575,fallback,leetcode.recursion,0.7,,0.93,0.04
lc1576,fallback,leetcode.arrays-strings,0.92,,0.95,0.03
lc1577,fallback,leetcode.hash-maps,0.93,,0.94,0.03
lc1578,fallback,leetcode.greedy,0.9,,0.93,0.2
lc1579,fallback,leetcode.union-find,0.98,,0.91,0.08
lc1580,fallback,leetcode.greedy,0.9,,0.91,0.24
lc1582,fallback,leetcode.arrays-strings,0.77,,0.95,0.05
lc1583,fallback,leetcode.arrays-strings,0.78,,0.94,0.05
lc1584,core,leetcode.mst,0.98,leetcode.greedy,0.88,0.34
lc1585,fallback,leetcode.greedy,0.68,,0.94,0.08
lc1604,fallback,leetcode.arrays-strings,0.31,,0.93,0.03
lc1605,fallback,leetcode.greedy,0.9,,0.94,0.05
lc1608,fallback,leetcode.arrays-strings,0.74,,0.95,0.03
lc1609,fallback,leetcode.tree-bfs,0.97,,0.84,0.07
lc1610,fallback,leetcode.sliding-window,0.66,,0.84,0.32
lc1611,fallback,leetcode.bit-manipulation,0.9,,0.91,0.04
lc1615,fallback,leetcode.hash-maps,0.51,,0.95,0.07
lc1616,fallback,leetcode.two-pointers,0.93,,0.94,0.03
lc1617,fallback,leetcode.subsets,0.65,leetcode.bit-manipulation,0.89,0.11
lc1619,fallback,leetcode.sorting-algorithms,0.19,,0.91,0.03
lc1620,fallback,leetcode.arrays-strings,0.65,,0.89,0.05
lc1621,fallback,leetcode.dp-1d,0.89,,0.9,0.34
lc1624,fallback,leetcode.hash-maps,0.92,,0.95,0.03
lc1625,fallback,leetcode.graphs,0.87,,0.94,0.03
lc1626,fallback,leetcode.dp-lis,0.79,leetcode.dp-1d,0.93,0.03
lc1627,fallback,leetcode.union-find,0.97,,0.89,0.09
lc1629,fallback,leetcode.arrays-strings,0.95,,0.95,0.04
lc1630,fallback,leetcode.hash-maps,0.68,,0.94,0.03
lc1631,core,leetcode.union-find,0.93,leetcode.mst,0.92,0.06
lc1632,fallback,leetcode.union-find,0.89,,0.87,0.05
lc1636,fallback,leetcode.hash-maps,0.72,,0.95,0.02
lc1637,fallback,leetcode.greedy,0.45,,0.91,0.24
lc1638,fallback,leetcode.arrays-strings,0.78,,0.9,0.24
lc1639,fallback,leetcode.recursion,0.58,,0.93,0.04
lc1640,fallback,leetcode.arrays-strings,0.83,,0.95,0.03
lc1641,fallback,leetcode.recursion,0.83,,0.95,0.03
lc1642,fallback,leetcode.top-k-elements,0.92,leetcode.greedy,0.94,0.05
lc1643,fallback,leetcode.math,0.36,,0.82,0.06
lc1644,fallback,leetcode.tree-dfs,0.97,leetcode.recursion,0.77,0.17
lc1646,fallback,leetcode.arrays-strings,0.86,leetcode.dp-1d,0.96,0.03
lc1647,fallback,leetcode.greedy,0.93,,0.94,0.02
lc1648,fallback,leetcode.greedy,0.88,,0.87,0.04
lc1649,fallback,leetcode.ordered-set,0.32,,0.91,0.03
lc1652,fallback,leetcode.arrays-strings,0.83,,0.95,0.05
lc1653,fallback,leetcode.dp-1d,0.94,,0.94,0.03
lc1654,fallback,leetcode.graphs,0.93,,0.92,0.04
