concept,question_id,champion_id,p_harder,rounds
torch.random-samplers,676,685,0.060322,1
torch.random-samplers,677,685,0.153445,1
torch.random-samplers,678,685,0.091991,1
torch.random-samplers,679,685,0.088972,1
torch.random-samplers,680,685,0.286306,1
torch.random-samplers,681,685,0.146656,1
torch.random-samplers,682,685,0.095884,1
torch.random-samplers,683,685,0.106327,1
torch.random-samplers,684,685,0.271520,1
torch.random-samplers,685,685,0.500000,1
torch.random-samplers,686,685,0.184826,1
torch.random-seeding,694,706,0.128421,1
torch.random-seeding,696,706,0.099662,1
torch.random-seeding,697,706,0.201029,1
torch.random-seeding,698,706,0.128496,1
torch.random-seeding,699,706,0.146669,1
torch.random-seeding,700,706,0.179579,1
torch.random-seeding,701,706,0.190342,1
torch.random-seeding,702,706,0.116694,1
torch.random-seeding,703,706,0.146656,1
torch.random-seeding,704,706,0.494813,1
torch.random-seeding,705,706,0.473600,1
torch.random-seeding,706,706,0.500000,1
torch.random-threading,8,707,0.063364,2
torch.random-threading,104,707,0.160552,2
torch.random-threading,687,707,0.042541,2
torch.random-threading,688,707,0.063364,2
torch.random-threading,689,707,0.034835,2
torch.random-threading,690,707,0.067293,2
torch.random-threading,691,707,0.042541,2
torch.random-threading,692,707,0.073605,2
torch.random-threading,693,707,0.190941,2
torch.random-threading,695,707,0.247842,2
torch.random-threading,707,707,0.500000,2
torch.ranges,53,214,0.128421,4
torch.ranges,214,214,0.500000,4
torch.ranges,229,214,0.145496,4
torch.ranges,242,214,0.376643,4
torch.ranges,524,214,0.271520,4
torch.ranges,959,214,0.153445,4
torch.ranges,960,214,0.249303,4
torch.ranges,961,214,0.164969,4
torch.ranges,962,214,0.484161,4
torch.ranges,963,214,0.236177,4
torch.ranges,964,214,0.193001,4
torch.ranges,965,214,0.203492,4
torch.ranges,966,214,0.198106,4
torch.ranges,967,214,0.150403,4
torch.ranges,968,214,0.688579,4
torch.ranges,969,214,0.320377,4
torch.ranges,970,214,0.175734,4
torch.ranges,972,214,0.463953,4
torch.ranges,973,214,0.342894,4
torch.ranges,1563,214,0.110222,4
torch.ranges,1564,214,0.293436,4
torch.ranges,1565,214,0.365307,4
torch.ranges,1566,214,0.411714,4
torch.reshape-flatten,23,1362,0.269532,1
torch.reshape-flatten,36,1362,0.114905,1
torch.reshape-flatten,46,1362,0.161972,1
torch.reshape-flatten,490,1362,0.079427,1
torch.reshape-flatten,491,1362,0.069336,1
torch.reshape-flatten,492,1362,0.109601,1
torch.reshape-flatten,493,1362,0.098200,1
torch.reshape-flatten,494,1362,0.274746,1
torch.reshape-flatten,619,1362,0.079427,1
torch.reshape-flatten,620,1362,0.089498,1
torch.reshape-flatten,621,1362,0.243296,1
torch.reshape-flatten,622,1362,0.164939,1
torch.reshape-flatten,623,1362,0.124225,1
torch.reshape-flatten,624,1362,0.174492,1
torch.reshape-flatten,625,1362,0.154934,1
torch.reshape-flatten,626,1362,0.198297,1
torch.reshape-flatten,627,1362,0.339929,1
torch.reshape-flatten,628,1362,0.344983,1
torch.reshape-flatten,629,1362,0.264728,1
torch.reshape-flatten,1333,1362,0.159747,1
torch.reshape-flatten,1334,1362,0.049042,1
torch.reshape-flatten,1335,1362,0.063364,1
torch.reshape-flatten,1336,1362,0.069336,1
torch.reshape-flatten,1337,1362,0.028334,1
torch.reshape-flatten,1338,1362,0.050000,1
torch.reshape-flatten,1339,1362,0.104895,1
torch.reshape-flatten,1340,1362,0.093932,1
torch.reshape-flatten,1341,1362,0.085334,1
torch.reshape-flatten,1342,1362,0.109601,1
torch.reshape-flatten,1343,1362,0.124225,1
torch.reshape-flatten,1344,1362,0.059214,1
torch.reshape-flatten,1345,1362,0.059214,1
torch.reshape-flatten,1346,1362,0.149725,1
torch.reshape-flatten,1347,1362,0.084866,1
torch.reshape-flatten,1348,1362,0.093932,1
torch.reshape-flatten,1349,1362,0.049042,1
torch.reshape-flatten,1350,1362,0.100000,1
torch.reshape-flatten,1351,1362,0.224645,1
torch.reshape-flatten,1352,1362,0.169766,1
torch.reshape-flatten,1354,1362,0.098200,1
torch.reshape-flatten,1355,1362,0.093932,1
torch.reshape-flatten,1356,1362,0.179783,1
torch.reshape-flatten,1357,1362,0.176466,1
torch.reshape-flatten,1358,1362,0.339632,1
torch.reshape-flatten,1359,1362,0.133024,1
torch.reshape-flatten,1360,1362,0.213939,1
torch.reshape-flatten,1361,1362,0.329305,1
torch.reshape-flatten,1362,1362,0.500000,1
torch.slice-assignment,809,1679,0.038781,3
torch.slice-assignment,810,1679,0.064821,3
torch.slice-assignment,811,1679,0.059214,3
torch.slice-assignment,812,1679,0.063364,3
torch.slice-assignment,813,1679,0.100000,3
torch.slice-assignment,814,1679,0.143192,3
torch.slice-assignment,815,1679,0.373364,3
torch.slice-assignment,816,1679,0.064821,3
torch.slice-assignment,817,1679,0.178028,3
torch.slice-assignment,818,1679,0.099554,3
torch.slice-assignment,819,1679,0.344570,3
torch.slice-assignment,1601,1679,0.049042,3
torch.slice-assignment,1602,1679,0.104895,3
torch.slice-assignment,1603,1679,0.176466,3
torch.slice-assignment,1678,1679,0.347584,3
torch.slice-assignment,1679,1679,0.500000,3
torch.slice-assignment,1680,1679,0.349027,3
torch.slice-assignment,1681,1679,0.213939,3
torch.slicing-views,74,1655,0.135078,2
torch.slicing-views,75,1655,0.091991,2
torch.slicing-views,76,1655,0.116694,2
torch.slicing-views,189,1655,0.201954,2
torch.slicing-views,231,1655,0.063364,2
torch.slicing-views,233,1655,0.108390,2
torch.slicing-views,506,1655,0.024508,2
torch.slicing-views,507,1655,0.089498,2
torch.slicing-views,1501,1655,0.028334,2
torch.slicing-views,1502,1655,0.031734,2
torch.slicing-views,1503,1655,0.038781,2
torch.slicing-views,1504,1655,0.056775,2
torch.slicing-views,1505,1655,0.120688,2
torch.slicing-views,1506,1655,0.198408,2
torch.slicing-views,1507,1655,0.197031,2
torch.slicing-views,1586,1655,0.042541,2
torch.slicing-views,1587,1655,0.038781,2
torch.slicing-views,1588,1655,0.031734,2
torch.slicing-views,1589,1655,0.081575,2
torch.slicing-views,1654,1655,0.091991,2
torch.slicing-views,1655,1655,0.500000,2
torch.slicing-views,1656,1655,0.187179,2
torch.slicing-views,1657,1655,0.095884,2
torch.sorting,58,522,0.201263,1
torch.sorting,516,522,0.139520,1
torch.sorting,517,522,0.142857,1
torch.sorting,518,522,0.201029,1
torch.sorting,519,522,0.285047,1
torch.sorting,520,522,0.369464,1
torch.sorting,521,522,0.366322,1
torch.sorting,522,522,0.500000,1
torch.sorting,660,522,0.217188,1
torch.sorting,661,522,0.217449,1
torch.sorting,662,522,0.323404,1
torch.sorting,663,522,0.230410,1
torch.sorting,664,522,0.154104,1
torch.sorting,665,522,0.213397,1
torch.sorting,666,522,0.464256,1
torch.sorting,667,522,0.373725,1
torch.sorting,668,522,0.201954,1
torch.sorting,1650,522,0.095949,1
torch.sorting,1651,522,0.105841,1
torch.sorting,1652,522,0.469930,1
torch.stack-concat-interleave,84,982,0.083788,2
torch.stack-concat-interleave,89,982,0.223048,2
torch.stack-concat-interleave,146,982,0.439385,2
torch.stack-concat-interleave,159,982,0.287566,2
torch.stack-concat-interleave,238,982,0.104048,2
torch.stack-concat-interleave,974,982,0.053032,2
torch.stack-concat-interleave,975,982,0.064821,2
torch.stack-concat-interleave,976,982,0.170327,2
torch.stack-concat-interleave,977,982,0.119639,2
torch.stack-concat-interleave,978,982,0.178028,2
torch.stack-concat-interleave,980,982,0.127002,2
torch.stack-concat-interleave,981,982,0.159747,2
torch.stack-concat-interleave,982,982,0.500000,2
torch.stack-concat-interleave,983,982,0.144928,2
torch.stack-concat-interleave,1581,982,0.063364,2
torch.stack-concat-interleave,1582,982,0.151714,2
torch.stack-concat-interleave,1583,982,0.148895,2
torch.stack-concat-interleave,1584,982,0.194562,2
torch.stack-concat-interleave,1666,982,0.357775,2
torch.stack-concat-interleave,1667,982,0.208414,2
torch.stack-concat-interleave,1668,982,0.282837,2
torch.stack-concat-interleave,1669,982,0.153338,2
torch.tensor-model,224,567,0.103341,4
torch.tensor-model,480,567,0.372155,4
torch.tensor-model,481,567,0.092506,4
torch.tensor-model,482,567,0.208945,4
torch.tensor-model,483,567,0.114023,4
torch.tensor-model,484,567,0.201954,4
torch.tensor-model,485,567,0.278041,4
torch.tensor-model,486,567,0.310412,4
torch.tensor-model,532,567,0.117742,4
torch.tensor-model,533,567,0.141420,4
torch.tensor-model,534,567,0.232745,4
torch.tensor-model,537,567,0.135877,4
torch.tensor-model,538,567,0.124971,4
torch.tensor-model,539,567,0.243533,4
torch.tensor-model,540,567,0.164969,4
torch.tensor-model,541,567,0.081458,4
torch.tensor-model,542,567,0.067293,4
torch.tensor-model,543,567,0.108390,4
torch.tensor-model,544,567,0.114023,4
torch.tensor-model,545,567,0.190342,4
torch.tensor-model,546,567,0.124594,4
torch.tensor-model,547,567,0.157765,4
torch.tensor-model,548,567,0.121388,4
torch.tensor-model,549,567,0.417923,4
torch.tensor-model,550,567,0.272529,4
torch.tensor-model,551,567,0.278041,4
torch.tensor-model,554,567,0.190850,4
torch.tensor-model,555,567,0.186108,4
torch.tensor-model,556,567,0.247449,4
torch.tensor-model,557,567,0.234476,4
torch.tensor-model,559,567,0.176146,4
torch.tensor-model,560,567,0.150184,4
torch.tensor-model,562,567,0.353394,4
torch.tensor-model,563,567,0.220974,4
torch.tensor-model,564,567,0.246606,4
torch.tensor-model,566,567,0.307097,4
torch.tensor-model,567,567,0.500000,4
torch.tensor-model,1551,567,0.223708,4
torch.tensor-model,1552,567,0.337858,4
torch.tensor-model,1553,567,0.350610,4
torch.tensor-model,1554,567,0.410950,4
torch.transpose-axes,552,675,0.076092,2
torch.transpose-axes,558,675,0.092610,2
torch.transpose-axes,610,675,0.060982,2
torch.transpose-axes,611,675,0.084568,2
torch.transpose-axes,612,675,0.146669,2
torch.transpose-axes,613,675,0.074313,2
torch.transpose-axes,614,675,0.259069,2
torch.transpose-axes,615,675,0.224264,2
torch.transpose-axes,669,675,0.070094,2
torch.transpose-axes,670,675,0.127174,2
torch.transpose-axes,671,675,0.111414,2
torch.transpose-axes,672,675,0.150403,2
torch.transpose-axes,673,675,0.157765,2
torch.transpose-axes,674,675,0.097054,2
torch.transpose-axes,675,675,0.500000,2
torch.transpose-axes,1590,675,0.145496,2
torch.transpose-axes,1591,675,0.073135,2
torch.transpose-axes,1592,675,0.255201,2
torch.views-and-copies,523,523,0.500000,3
torch.views-and-copies,535,523,0.205312,3
torch.views-and-copies,536,523,0.171852,3
torch.views-and-copies,553,523,0.202119,3
torch.views-and-copies,561,523,0.117742,3
torch.views-and-copies,565,523,0.528501,3
torch.views-and-copies,616,523,0.150403,3
torch.views-and-copies,617,523,0.261616,3
torch.views-and-copies,618,523,0.235624,3
torch.views-and-copies,1524,523,0.301019,3
torch.views-and-copies,1525,523,0.337004,3
torch.views-and-copies,1593,523,0.127002,3
torch.views-and-copies,1594,523,0.291278,3
torch.views-and-copies,1595,523,0.207587,3
torch.views-and-copies,1596,523,0.192590,3
torch.views-and-copies,1597,523,0.409140,3
