question_id,concept,p_harder,difficulty_score
1642,einops.grids-montage,0.174418,25
1643,einops.split-axes,0.247449,65
1644,einops.pattern-language,0.494851,100
1645,torch.dot-matmul-patterns,0.063364,30
1646,torch.dot-matmul-patterns,0.091991,40
1647,torch.dot-matmul-patterns,0.056775,30
1648,torch.dot-matmul-patterns,0.240735,70
1649,torch.dot-matmul-patterns,0.081575,40
1650,torch.sorting,0.095949,15
1651,torch.sorting,0.105841,20
1652,torch.sorting,0.469930,95
1653,einops.reduce-model,0.434674,90
1654,torch.slicing-views,0.091991,45
1655,torch.slicing-views,0.500000,100
1656,torch.slicing-views,0.187179,65
1657,torch.slicing-views,0.095884,50
1658,torch.argmin-argmax,0.226111,65
1659,torch.argmin-argmax,0.251015,70
1660,torch.argmin-argmax,0.166181,55
1661,torch.argmin-argmax,0.429742,90
1662,torch.linalg-basics,0.153338,55
1663,torch.linalg-basics,0.197031,65
1664,torch.linalg-basics,0.211653,65
1665,torch.linalg-basics,0.163468,55
1666,torch.stack-concat-interleave,0.357775,85
1667,torch.stack-concat-interleave,0.208414,60
1668,torch.stack-concat-interleave,0.282837,75
1669,torch.stack-concat-interleave,0.153338,50
1670,torch.boolean-masking,0.367958,85
1671,torch.boolean-masking,0.367204,85
1672,torch.boolean-masking,0.367958,85
1673,torch.boolean-masking,0.515258,100
1674,torch.out-argument,0.365307,85
1675,torch.out-argument,0.145496,50
1676,torch.out-argument,0.468745,95
1677,torch.out-argument,0.159940,50
1678,torch.slice-assignment,0.347584,85
1679,torch.slice-assignment,0.500000,100
1680,torch.slice-assignment,0.349027,85
1681,torch.slice-assignment,0.213939,65
1682,tensor.row-normalization,0.188170,60
1683,tensor.row-normalization,0.359020,85
1684,tensor.row-normalization,0.217353,65
1685,tensor.row-normalization,0.545041,100
1686,tensor.indexed-selection,0.431945,90
1687,tensor.indexed-selection,0.316964,75
1688,tensor.indexed-selection,0.500000,100
1689,tensor.indexed-selection,0.484816,100
1690,tensor.stable-probabilities,0.170000,60
1691,tensor.stable-probabilities,0.238708,70
1692,tensor.stable-probabilities,0.500000,100
1693,tensor.stable-probabilities,0.139700,55
1694,tensor.classifier-evaluation,0.530012,100
1695,tensor.classifier-evaluation,0.500000,100
1696,tensor.classifier-evaluation,0.249465,75
1697,tensor.classifier-evaluation,0.394901,90
1698,tensor.cosine-similarity,0.102325,50
1699,tensor.cosine-similarity,0.130000,55
1700,tensor.cosine-similarity,0.310000,80
1701,tensor.cosine-similarity,0.500000,100
1702,raytracing.segment-intersection,0.063707,45
1703,raytracing.segment-intersection,0.108390,60
1704,raytracing.segment-intersection,0.112599,60
1705,raytracing.segment-intersection,0.500000,100
1706,raytracing.batched-segments,0.226645,75
1707,raytracing.batched-segments,0.344441,85
1708,raytracing.batched-segments,0.500000,100
1709,raytracing.batched-segments,0.128496,60
1710,raytracing.make-rays-2d,0.184529,65
1711,raytracing.make-rays-2d,0.342041,85
1712,raytracing.make-rays-2d,0.151714,60
1713,raytracing.make-rays-2d,0.124914,55
1714,raytracing.triangle-intersection,0.308554,80
1715,raytracing.triangle-intersection,0.201954,70
1716,raytracing.triangle-intersection,0.500000,100
1717,raytracing.triangle-intersection,0.110449,55
1718,raytracing.mesh-visibility,0.226111,65
1719,raytracing.mesh-visibility,0.500000,100
1720,raytracing.mesh-visibility,0.079427,35
1721,raytracing.mesh-visibility,0.116694,45
1722,torch.linalg-basics,0.042541,20
1723,torch.linalg-basics,0.083788,35
1724,torch.linalg-basics,0.081575,35
1725,torch.linalg-basics,0.176466,60
1726,torch.linalg-basics,0.130392,50
1727,torch.linalg-basics,0.207587,65
1728,tensor.stable-probabilities,0.230000,70
1729,raytracing.batched-segments,0.030000,25
1730,raytracing.batched-segments,0.044734,35
